,Unnamed: 0,city,suburb,latitude,longitude,property_type,room_type,bedrooms,beds,price,minimum_nights,availability_30,availability_60,availability_90,number_of_reviews,review_scores_rating,cancellation_policy,calculated_host_listings_count,reviews_per_month,priceperbedroom,count,avgpricepersuburb
8751,11497,Melbourne,MELBOURNE,-37.80714725,144.9660402,Apartment,Entire home/apt,2,1,168,3,5,21,28,12,93,strict_14_with_grace_period,87,1.3,84,3439,101.9424736
8752,11498,Melbourne,MELBOURNE,-37.80821831,144.9677294,Apartment,Entire home/apt,1,1,100,3,3,10,10,9,96,flexible,87,1.4,100,3439,101.9424736
8753,11499,Melbourne,MELBOURNE,-37.8081319,144.9602893,Apartment,Entire home/apt,1,1,108,1,25,55,85,21,91,strict_14_with_grace_period,7,1.74,108,3439,101.9424736
8754,11500,Melbourne,MELBOURNE,-37.81887829,144.9551795,Apartment,Entire home/apt,2,6,127,1,0,0,0,11,76,strict_14_with_grace_period,7,0.89,63.5,3439,101.9424736
8755,11501,Port Phillip,MELBOURNE,-37.85328803,144.9799882,Apartment,Entire home/apt,1,2,116,4,7,24,40,10,89,moderate,1,0.85,116,3439,101.9424736
8756,11503,Melbourne,MELBOURNE,-37.81773148,144.954131,Apartment,Entire home/apt,1,1,100,2,21,48,70,21,97,strict_14_with_grace_period,1,1.77,100,3439,101.9424736
8757,11506,Melbourne,MELBOURNE,-37.81640271,144.9547928,Apartment,Entire home/apt,2,3,150,1,7,22,22,70,95,strict_14_with_grace_period,1,5.71,75,3439,101.9424736
8758,11507,Melbourne,MELBOURNE,-37.81574883,144.9551954,Apartment,Entire home/apt,3,8,278,1,6,23,49,36,93,strict_14_with_grace_period,19,3.03,92.66666667,3439,101.9424736
8759,11508,Melbourne,MELBOURNE,-37.81658487,144.9541176,Apartment,Entire home/apt,1,2,89,1,5,31,31,20,86,strict_14_with_grace_period,25,1.66,89,3439,101.9424736
8760,11509,Melbourne,MELBOURNE,-37.81617326,144.9548125,Apartment,Entire home/apt,2,3,188,2,1,7,17,50,93,strict_14_with_grace_period,1,4.13,94,3439,101.9424736
8761,11511,Melbourne,MELBOURNE,-37.81713065,144.9554295,Apartment,Entire home/apt,2,3,138,1,18,46,76,7,97,strict_14_with_grace_period,58,0.7,69,3439,101.9424736
8762,11512,Melbourne,MELBOURNE,-37.81493111,144.9526716,Apartment,Entire home/apt,1,2,104,1,23,44,74,60,92,strict_14_with_grace_period,98,5.04,104,3439,101.9424736
8763,11515,Melbourne,MELBOURNE,-37.81459323,144.9537778,Apartment,Entire home/apt,2,4,190,1,11,11,11,36,87,strict_14_with_grace_period,1,2.93,95,3439,101.9424736
8764,11516,Melbourne,MELBOURNE,-37.81560205,144.9552478,Apartment,Entire home/apt,3,2,161,1,0,0,2,8,94,strict_14_with_grace_period,1,0.67,53.66666667,3439,101.9424736
8765,11518,Melbourne,MELBOURNE,-37.80838175,144.9596115,Apartment,Private room,1,1,68,1,3,3,3,67,89,flexible,1,5.6,68,3439,101.9424736
8766,11519,Port Phillip,MELBOURNE,-37.84063611,144.9759696,Apartment,Entire home/apt,2,2,184,3,10,40,64,1,100,strict_14_with_grace_period,66,0.1,92,3439,101.9424736
8767,11520,Melbourne,MELBOURNE,-37.80852602,144.9573449,Apartment,Entire home/apt,1,1,109,5,1,1,1,1,100,strict_14_with_grace_period,87,0.09,109,3439,101.9424736
8768,11521,Melbourne,MELBOURNE,-37.81072756,144.9602925,Apartment,Private room,1,1,68,4,0,0,0,2,100,strict_14_with_grace_period,1,0.17,68,3439,101.9424736
8769,11523,Melbourne,MELBOURNE,-37.81399804,144.954565,Apartment,Entire home/apt,2,3,150,1,14,35,65,73,94,moderate,10,5.93,75,3439,101.9424736
8770,11524,Melbourne,MELBOURNE,-37.81065963,144.955532,Apartment,Entire home/apt,1,1,109,5,14,40,46,2,100,strict_14_with_grace_period,87,0.19,109,3439,101.9424736
8771,11525,Melbourne,MELBOURNE,-37.80777211,144.9587328,Serviced apartment,Entire home/apt,2,2,165,1,20,44,74,96,98,strict_14_with_grace_period,2,7.76,82.5,3439,101.9424736
8772,11526,Melbourne,MELBOURNE,-37.80960473,144.961942,Apartment,Entire home/apt,2,3,198,1,22,37,67,1,80,moderate,3,0.43,99,3439,101.9424736
8773,11527,Melbourne,MELBOURNE,-37.81784417,144.9547167,Apartment,Entire home/apt,1,2,108,1,11,20,37,87,92,moderate,2,7.02,108,3439,101.9424736
8774,11528,Melbourne,MELBOURNE,-37.8098599,144.9558852,Apartment,Entire home/apt,2,3,140,3,0,0,0,3,100,strict_14_with_grace_period,87,0.34,70,3439,101.9424736
8775,11529,Melbourne,MELBOURNE,-37.81054245,144.9578078,Apartment,Entire home/apt,2,3,132,5,0,0,0,4,85,strict_14_with_grace_period,87,0.4,66,3439,101.9424736
8776,11531,Melbourne,MELBOURNE,-37.81431203,144.9570458,Apartment,Private room,1,1,60,2,0,0,0,17,91,flexible,1,1.37,60,3439,101.9424736
8777,11532,Melbourne,MELBOURNE,-37.81420929,144.9576137,Apartment,Entire home/apt,2,3,199,1,14,27,27,53,99,strict_14_with_grace_period,1,4.38,99.5,3439,101.9424736
8778,11533,Melbourne,MELBOURNE,-37.84743659,144.9804354,Apartment,Entire home/apt,1,1,119,2,23,44,73,27,90,strict_14_with_grace_period,47,2.2,119,3439,101.9424736
8779,11534,Melbourne,MELBOURNE,-37.81531777,144.9519355,Apartment,Private room,1,1,58,2,0,0,0,10,90,flexible,1,0.83,58,3439,101.9424736
8780,11535,Melbourne,MELBOURNE,-37.80978221,144.9575533,Apartment,Entire home/apt,1,2,129,2,3,22,47,45,92,moderate,1,3.67,129,3439,101.9424736
8781,11537,Port Phillip,MELBOURNE,-37.85320188,144.9808115,Apartment,Private room,2,2,125,7,0,27,41,1,100,strict_14_with_grace_period,3,0.09,62.5,3439,101.9424736
8782,11538,Melbourne,MELBOURNE,-37.84066711,144.9781143,Apartment,Entire home/apt,1,1,102,3,0,0,0,15,96,strict_14_with_grace_period,1,1.35,102,3439,101.9424736
8783,11539,Port Phillip,MELBOURNE,-37.84238751,144.9762399,Apartment,Entire home/apt,2,2,100,2,23,53,83,20,97,strict_14_with_grace_period,67,1.68,50,3439,101.9424736
8784,11540,Melbourne,MELBOURNE,-37.81567034,144.955233,Condominium,Entire home/apt,2,3,165,1,6,14,33,97,95,strict_14_with_grace_period,4,7.91,82.5,3439,101.9424736
8785,11541,Melbourne,MELBOURNE,-37.80958104,144.961571,Apartment,Entire home/apt,2,2,136,1,0,0,0,4,60,moderate,3,0.33,68,3439,101.9424736
8786,11542,Melbourne,MELBOURNE,-37.81466272,144.9664809,Apartment,Entire home/apt,1,1,136,3,17,35,65,28,98,moderate,5,3.37,136,3439,101.9424736
8787,11545,Melbourne,MELBOURNE,-37.81031996,144.9560034,Apartment,Entire home/apt,2,2,100,2,2,21,49,44,96,strict_14_with_grace_period,6,3.7,50,3439,101.9424736
8788,11547,Melbourne,MELBOURNE,-37.82050104,144.9566587,Apartment,Private room,1,1,47,1,0,0,0,2,100,flexible,4,0.16,47,3439,101.9424736
8789,11548,Port Phillip,MELBOURNE,-37.84163489,144.9750826,Apartment,Private room,1,1,65,2,0,0,0,2,100,strict_14_with_grace_period,1,0.18,65,3439,101.9424736
8790,11549,Melbourne,MELBOURNE,-37.82602628,144.9600328,Serviced apartment,Private room,1,1,84,1,9,30,54,71,95,moderate,5,5.8,84,3439,101.9424736
8791,11550,Melbourne,MELBOURNE,-37.81642449,144.952132,Apartment,Private room,1,2,66,1,20,43,68,36,89,strict_14_with_grace_period,6,3.5,66,3439,101.9424736
8792,11551,Melbourne,MELBOURNE,-37.81480955,144.955218,Apartment,Entire home/apt,3,7,288,1,9,19,37,49,92,strict_14_with_grace_period,19,4.06,96,3439,101.9424736
8793,11553,Melbourne,MELBOURNE,-37.80872482,144.9600165,Apartment,Private room,1,1,71,1,0,0,0,4,95,moderate,1,0.33,71,3439,101.9424736
8794,11554,Port Phillip,MELBOURNE,-37.84802088,144.9785579,Apartment,Entire home/apt,1,1,101,28,13,18,48,1,100,strict_14_with_grace_period,2,0.31,101,3439,101.9424736
8795,11558,Melbourne,MELBOURNE,-37.81292527,144.970023,Apartment,Entire home/apt,1,2,180,1,22,52,82,10,98,moderate,4,1.01,180,3439,101.9424736
8796,11559,Port Phillip,MELBOURNE,-37.85208415,144.9808085,Apartment,Private room,1,1,180,1,0,0,0,3,100,flexible,2,0.26,180,3439,101.9424736
8797,11560,Melbourne,MELBOURNE,-37.81542343,144.9548383,Apartment,Entire home/apt,2,3,158,2,10,28,44,36,97,strict_14_with_grace_period,29,3.11,79,3439,101.9424736
8798,11561,Melbourne,MELBOURNE,-37.80905978,144.9607657,Apartment,Private room,1,1,55,1,0,0,0,17,85,moderate,1,1.43,55,3439,101.9424736
8799,11563,Melbourne,MELBOURNE,-37.81567352,144.9549124,Apartment,Entire home/apt,2,4,130,3,23,25,54,16,91,strict_14_with_grace_period,1,1.33,65,3439,101.9424736
8800,11564,Melbourne,MELBOURNE,-37.82029766,144.9567748,Apartment,Private room,1,1,55,2,0,0,0,2,100,strict_14_with_grace_period,4,0.16,55,3439,101.9424736
8801,11565,Melbourne,MELBOURNE,-37.81435532,144.9531216,Apartment,Entire home/apt,1,1,100,1,10,36,36,50,97,strict_14_with_grace_period,29,4.12,100,3439,101.9424736
8802,11566,Melbourne,MELBOURNE,-37.80995752,144.9620113,Apartment,Private room,1,1,75,1,0,0,0,3,80,flexible,3,0.27,75,3439,101.9424736
8803,11567,Port Phillip,MELBOURNE,-37.84896002,144.9788553,Apartment,Entire home/apt,3,5,400,4,0,0,0,1,100,strict_14_with_grace_period,1,0.12,133.3333333,3439,101.9424736
8804,11568,Melbourne,MELBOURNE,-37.81650565,144.9524933,Apartment,Entire home/apt,1,4,226,1,0,0,0,1,100,strict_14_with_grace_period,1,0.13,226,3439,101.9424736
8805,11569,Melbourne,MELBOURNE,-37.81030806,144.9602569,Apartment,Entire home/apt,2,2,150,2,24,50,77,18,86,flexible,1,1.59,75,3439,101.9424736
8806,11570,Port Phillip,MELBOURNE,-37.85185969,144.9792069,Apartment,Entire home/apt,2,4,125,1,14,28,50,27,92,strict_14_with_grace_period,36,2.23,62.5,3439,101.9424736
8807,11572,Melbourne,MELBOURNE,-37.81446592,144.9533272,Apartment,Entire home/apt,1,1,299,2,9,21,51,96,98,strict_14_with_grace_period,2,8.07,299,3439,101.9424736
8808,11573,Port Phillip,MELBOURNE,-37.84128675,144.9762908,Apartment,Entire home/apt,1,1,84,4,2,7,19,1,100,strict_14_with_grace_period,1,0.09,84,3439,101.9424736
8809,11574,Melbourne,MELBOURNE,-37.8090048,144.9603808,Apartment,Entire home/apt,3,5,323,1,14,14,17,59,93,strict_14_with_grace_period,2,5.06,107.6666667,3439,101.9424736
8810,11575,Melbourne,MELBOURNE,-37.8088837,144.9700635,Apartment,Private room,2,2,84,1,24,24,24,8,98,strict_14_with_grace_period,1,0.76,42,3439,101.9424736
8811,11576,Melbourne,MELBOURNE,-37.81531333,144.9552014,Apartment,Entire home/apt,2,3,181,1,19,45,45,19,94,strict_14_with_grace_period,25,1.64,90.5,3439,101.9424736
8812,11577,Melbourne,MELBOURNE,-37.81352779,144.9564793,Apartment,Private room,1,1,75,2,0,0,0,5,80,strict_14_with_grace_period,1,0.46,75,3439,101.9424736
8813,11578,Melbourne,MELBOURNE,-37.8105302,144.9675833,Apartment,Entire home/apt,2,2,140,3,5,21,21,20,95,moderate,1,1.87,70,3439,101.9424736
8814,11579,Port Phillip,MELBOURNE,-37.84695618,144.9783879,Apartment,Entire home/apt,2,2,199,2,0,0,0,4,85,moderate,30,0.36,99.5,3439,101.9424736
8815,11580,Melbourne,MELBOURNE,-37.81463959,144.9545704,Apartment,Entire home/apt,2,3,188,1,12,18,27,21,91,moderate,1,1.76,94,3439,101.9424736
8816,11581,Melbourne,MELBOURNE,-37.81383307,144.9533324,Apartment,Entire home/apt,2,2,251,1,12,12,18,53,86,strict_14_with_grace_period,1,4.45,125.5,3439,101.9424736
8817,11582,Melbourne,MELBOURNE,-37.80933625,144.9606112,Apartment,Entire home/apt,1,2,129,1,12,28,28,32,99,moderate,2,2.68,129,3439,101.9424736
8818,11584,Melbourne,MELBOURNE,-37.80997106,144.9618823,Apartment,Entire home/apt,2,2,138,1,4,20,50,18,94,flexible,4,1.5,69,3439,101.9424736
8819,11585,Melbourne,MELBOURNE,-37.80812219,144.9620212,Apartment,Private room,1,1,75,1,0,0,0,1,60,flexible,3,0.09,75,3439,101.9424736
8820,11587,Melbourne,MELBOURNE,-37.8155073,144.9535396,Apartment,Entire home/apt,2,4,150,2,0,5,27,3,87,strict_14_with_grace_period,58,0.28,75,3439,101.9424736
8821,11588,Melbourne,MELBOURNE,-37.8153548,144.9535763,Apartment,Entire home/apt,1,1,140,60,0,0,0,3,100,flexible,1,0.27,140,3439,101.9424736
8822,11589,Melbourne,MELBOURNE,-37.81337728,144.9630471,Apartment,Entire home/apt,1,2,100,1,0,0,0,7,96,strict_14_with_grace_period,3,0.59,100,3439,101.9424736
8823,11590,Melbourne,MELBOURNE,-37.81385985,144.9556196,Apartment,Private room,1,1,55,2,0,0,0,36,95,moderate,1,3.04,55,3439,101.9424736
8824,11591,Melbourne,MELBOURNE,-37.81522693,144.957616,Apartment,Entire home/apt,2,3,150,1,5,22,52,56,97,moderate,10,4.72,75,3439,101.9424736
8825,11592,Melbourne,MELBOURNE,-37.81405397,144.9539416,Apartment,Entire home/apt,2,4,162,1,0,0,0,44,85,strict_14_with_grace_period,2,3.75,81,3439,101.9424736
8826,11593,Melbourne,MELBOURNE,-37.81038713,144.9562572,Apartment,Entire home/apt,1,1,251,1,2,17,47,29,96,strict_14_with_grace_period,24,2.43,251,3439,101.9424736
8827,11594,Melbourne,MELBOURNE,-37.81975528,144.9575736,Apartment,Entire home/apt,2,3,450,1,29,59,89,2,100,strict_14_with_grace_period,11,0.2,225,3439,101.9424736
8828,11595,Melbourne,MELBOURNE,-37.82080637,144.9560435,Apartment,Entire home/apt,1,3,251,1,30,60,90,2,100,strict_14_with_grace_period,11,0.17,251,3439,101.9424736
8829,11598,Melbourne,MELBOURNE,-37.81605519,144.9526064,Apartment,Entire home/apt,1,2,100,1,12,24,37,9,87,strict_14_with_grace_period,25,0.84,100,3439,101.9424736
8830,11599,Melbourne,MELBOURNE,-37.81645864,144.962339,Apartment,Entire home/apt,3,3,220,2,5,18,42,8,98,strict_14_with_grace_period,1,0.7,73.33333333,3439,101.9424736
8831,11600,Melbourne,MELBOURNE,-37.83943136,144.9783358,Apartment,Entire home/apt,2,2,195,3,4,5,18,33,99,moderate,5,2.8,97.5,3439,101.9424736
8832,11601,Melbourne,MELBOURNE,-37.81489194,144.9651101,Apartment,Entire home/apt,1,1,141,2,14,28,47,39,98,strict_14_with_grace_period,1,3.43,141,3439,101.9424736
8833,11602,Melbourne,MELBOURNE,-37.81807332,144.9655897,Loft,Entire home/apt,1,1,136,1,0,0,4,51,94,moderate,1,4.94,136,3439,101.9424736
8834,11603,Melbourne,MELBOURNE,-37.81158814,144.9703268,Apartment,Entire home/apt,1,1,125,2,8,38,68,26,94,strict_14_with_grace_period,42,2.75,125,3439,101.9424736
8835,11605,Melbourne,MELBOURNE,-37.8117477,144.9722213,Apartment,Entire home/apt,1,1,100,2,0,0,0,2,100,strict_14_with_grace_period,42,0.2,100,3439,101.9424736
8836,11606,Melbourne,MELBOURNE,-37.810617,144.9587119,Apartment,Entire home/apt,2,2,100,1,0,0,0,24,97,strict_14_with_grace_period,4,2.1,50,3439,101.9424736
8837,11607,Melbourne,MELBOURNE,-37.8148456,144.9533175,Apartment,Entire home/apt,2,4,129,2,7,21,38,29,94,strict_14_with_grace_period,6,2.9,64.5,3439,101.9424736
8838,11609,Melbourne,MELBOURNE,-37.81013976,144.9685872,Apartment,Private room,1,1,96,1,0,0,0,1,100,flexible,1,0.09,96,3439,101.9424736
8839,11611,Melbourne,MELBOURNE,-37.80907878,144.9597327,Serviced apartment,Entire home/apt,1,1,115,4,23,53,83,2,100,moderate,10,0.2,115,3439,101.9424736
8840,11612,Melbourne,MELBOURNE,-37.81388396,144.9527671,Serviced apartment,Entire home/apt,3,3,408,2,11,26,46,33,98,moderate,1,2.85,136,3439,101.9424736
8841,11614,Port Phillip,MELBOURNE,-37.85386638,144.9808755,Apartment,Entire home/apt,3,3,251,4,0,0,0,1,100,flexible,2,0.09,83.66666667,3439,101.9424736
8842,11615,Melbourne,MELBOURNE,-37.81638152,144.9552934,Apartment,Entire home/apt,1,3,89,1,17,43,73,23,95,strict_14_with_grace_period,29,1.93,89,3439,101.9424736
8843,11616,Melbourne,MELBOURNE,-37.81590407,144.9533825,Apartment,Entire home/apt,2,5,100,2,12,30,54,7,100,strict_14_with_grace_period,29,0.63,50,3439,101.9424736
8844,11617,Melbourne,MELBOURNE,-37.80958161,144.9634966,Apartment,Private room,1,1,40,7,0,0,0,1,100,moderate,1,0.09,40,3439,101.9424736
8845,11618,Melbourne,MELBOURNE,-37.8165349,144.9532315,Apartment,Entire home/apt,1,2,114,1,24,48,78,48,92,strict_14_with_grace_period,98,4.08,114,3439,101.9424736
8846,11619,Melbourne,MELBOURNE,-37.80712894,144.9594852,Apartment,Entire home/apt,2,3,125,1,26,49,78,15,89,strict_14_with_grace_period,28,1.51,62.5,3439,101.9424736
8847,11620,Melbourne,MELBOURNE,-37.81663143,144.9536777,Apartment,Entire home/apt,1,3,125,2,17,47,77,8,95,strict_14_with_grace_period,29,0.72,125,3439,101.9424736
8848,11623,Melbourne,MELBOURNE,-37.81546507,144.9535196,Apartment,Entire home/apt,3,8,269,1,4,19,40,39,92,strict_14_with_grace_period,19,3.43,89.66666667,3439,101.9424736
8849,11626,Melbourne,MELBOURNE,-37.80668904,144.970655,Apartment,Private room,1,1,75,1,0,0,0,2,100,moderate,1,0.18,75,3439,101.9424736
8850,11627,Melbourne,MELBOURNE,-37.80773858,144.966337,Apartment,Private room,1,1,75,1,2,17,40,17,95,strict_14_with_grace_period,5,1.59,75,3439,101.9424736
8851,11628,Melbourne,MELBOURNE,-37.80988474,144.9659385,Apartment,Entire home/apt,1,1,145,1,0,0,0,4,100,moderate,1,0.37,145,3439,101.9424736
8852,11629,Port Phillip,MELBOURNE,-37.838946,144.9758788,Apartment,Private room,1,1,73,2,13,13,13,49,97,flexible,1,4.27,73,3439,101.9424736
8853,11630,Melbourne,MELBOURNE,-37.80972971,144.9670956,Apartment,Entire home/apt,1,1,108,1,3,14,44,12,100,strict_14_with_grace_period,1,1.05,108,3439,101.9424736
8854,11631,Melbourne,MELBOURNE,-37.81027277,144.9620303,Apartment,Entire home/apt,1,1,145,2,13,39,39,30,92,strict_14_with_grace_period,1,2.74,145,3439,101.9424736
8855,11632,Melbourne,MELBOURNE,-37.81503359,144.9552166,Apartment,Entire home/apt,2,5,165,1,9,25,50,13,94,strict_14_with_grace_period,29,1.16,82.5,3439,101.9424736
8856,11633,Port Phillip,MELBOURNE,-37.8374797,144.9741403,Condominium,Entire home/apt,1,1,100,3,0,0,0,9,98,strict_14_with_grace_period,1,0.8,100,3439,101.9424736
8857,11634,Moreland,MELBOURNE,-37.76735119,144.9738062,House,Private room,1,1,71,1,4,33,63,6,92,flexible,1,0.52,71,3439,101.9424736
8858,11635,Melbourne,MELBOURNE,-37.81366293,144.9552412,Apartment,Private room,1,1,60,1,5,13,22,31,89,strict_14_with_grace_period,10,2.7,60,3439,101.9424736
8859,11636,Melbourne,MELBOURNE,-37.81555484,144.9548928,Apartment,Private room,1,1,60,1,4,7,16,30,92,strict_14_with_grace_period,10,2.62,60,3439,101.9424736
8860,11637,Melbourne,MELBOURNE,-37.81458912,144.9536012,Apartment,Entire home/apt,3,3,219,2,3,9,18,18,81,strict_14_with_grace_period,10,1.86,73,3439,101.9424736
8861,11638,Melbourne,MELBOURNE,-37.81656573,144.9531662,Apartment,Entire home/apt,2,3,136,1,12,29,59,21,77,flexible,9,1.84,68,3439,101.9424736
8862,11639,Melbourne,MELBOURNE,-37.81317866,144.9543653,Apartment,Private room,1,2,55,1,1,1,1,24,91,strict_14_with_grace_period,2,2.26,55,3439,101.9424736
8863,11640,Melbourne,MELBOURNE,-37.81324588,144.9550312,Apartment,Entire home/apt,2,2,125,3,0,0,0,2,80,strict_14_with_grace_period,1,0.18,62.5,3439,101.9424736
8864,11641,Melbourne,MELBOURNE,-37.81519777,144.9581709,Apartment,Entire home/apt,3,5,289,1,13,43,54,8,95,strict_14_with_grace_period,90,0.84,96.33333333,3439,101.9424736
8865,11642,Melbourne,MELBOURNE,-37.81563667,144.9554075,Apartment,Entire home/apt,1,2,136,1,19,49,79,9,93,strict_14_with_grace_period,90,0.83,136,3439,101.9424736
8866,11643,Melbourne,MELBOURNE,-37.80808211,144.9672827,Apartment,Entire home/apt,1,2,120,3,6,6,6,3,93,strict_14_with_grace_period,87,0.26,120,3439,101.9424736
8867,11644,Melbourne,MELBOURNE,-37.81642063,144.9535206,Apartment,Entire home/apt,2,2,150,2,8,22,52,39,94,strict_14_with_grace_period,6,3.31,75,3439,101.9424736
8868,11645,Melbourne,MELBOURNE,-37.81409873,144.9544135,Apartment,Entire home/apt,3,4,262,1,6,19,29,43,96,strict_14_with_grace_period,29,3.75,87.33333333,3439,101.9424736
8869,11646,Melbourne,MELBOURNE,-37.80943391,144.9605658,Apartment,Entire home/apt,1,2,174,1,2,32,49,17,95,moderate,1,1.5,174,3439,101.9424736
8870,11647,Melbourne,MELBOURNE,-37.80941325,144.9642513,Apartment,Private room,1,1,60,1,0,0,0,7,96,moderate,3,0.68,60,3439,101.9424736
8871,11648,Melbourne,MELBOURNE,-37.81470107,144.9553888,Apartment,Entire home/apt,2,5,239,2,7,32,62,15,95,strict_14_with_grace_period,29,1.34,119.5,3439,101.9424736
8872,11650,Melbourne,MELBOURNE,-37.81660244,144.9549949,Apartment,Entire home/apt,2,5,100,2,4,20,47,17,99,strict_14_with_grace_period,29,1.51,50,3439,101.9424736
8873,11651,Melbourne,MELBOURNE,-37.81450904,144.9531255,Apartment,Entire home/apt,2,5,100,2,12,36,57,15,97,strict_14_with_grace_period,29,1.32,50,3439,101.9424736
8874,11652,Melbourne,MELBOURNE,-37.81474004,144.9544304,Apartment,Entire home/apt,2,1,190,1,12,29,29,62,89,strict_14_with_grace_period,22,5.34,95,3439,101.9424736
8875,11653,Melbourne,MELBOURNE,-37.8098776,144.9680564,Apartment,Private room,1,1,60,6,6,6,19,14,99,strict_14_with_grace_period,1,1.23,60,3439,101.9424736
8876,11654,Melbourne,MELBOURNE,-37.80740931,144.9677933,Apartment,Entire home/apt,2,2,195,1,4,4,4,32,96,moderate,2,2.77,97.5,3439,101.9424736
8877,11655,Melbourne,MELBOURNE,-37.81618566,144.9544914,Apartment,Entire home/apt,1,1,115,1,14,37,67,50,91,strict_14_with_grace_period,6,4.26,115,3439,101.9424736
8878,11656,Melbourne,MELBOURNE,-37.81451208,144.9533572,Apartment,Entire home/apt,2,3,199,1,5,35,58,69,92,strict_14_with_grace_period,33,6,99.5,3439,101.9424736
8879,11657,Port Phillip,MELBOURNE,-37.84655426,144.9778545,Apartment,Entire home/apt,1,2,179,4,29,59,89,24,99,flexible,2,2.09,179,3439,101.9424736
8880,11658,Melbourne,MELBOURNE,-37.80841494,144.9606644,Apartment,Entire home/apt,1,2,115,2,4,19,45,30,93,strict_14_with_grace_period,6,2.59,115,3439,101.9424736
8881,11659,Melbourne,MELBOURNE,-37.81463275,144.9533134,Apartment,Entire home/apt,2,6,198,1,6,11,22,66,92,strict_14_with_grace_period,3,5.81,99,3439,101.9424736
8882,11661,Melbourne,MELBOURNE,-37.80868586,144.9613167,Apartment,Entire home/apt,2,2,136,2,1,3,14,30,93,strict_14_with_grace_period,6,2.63,68,3439,101.9424736
8883,11662,Melbourne,MELBOURNE,-37.80888989,144.9599451,Apartment,Entire home/apt,1,2,119,1,1,14,32,21,88,strict_14_with_grace_period,6,1.81,119,3439,101.9424736
8884,11663,Melbourne,MELBOURNE,-37.80734035,144.9595351,Apartment,Entire home/apt,1,2,129,1,1,8,15,27,93,strict_14_with_grace_period,6,3.06,129,3439,101.9424736
8885,11664,Melbourne,MELBOURNE,-37.80731825,144.959997,Apartment,Entire home/apt,2,2,161,1,22,52,82,1,80,strict_14_with_grace_period,2,0.09,80.5,3439,101.9424736
8886,11665,Melbourne,MELBOURNE,-37.82011417,144.9568473,Apartment,Entire home/apt,1,1,109,2,13,22,22,16,93,moderate,3,1.75,109,3439,101.9424736
8887,11666,Melbourne,MELBOURNE,-37.80790391,144.9613465,Apartment,Entire home/apt,1,0,120,2,5,10,39,44,97,moderate,15,4.68,120,3439,101.9424736
8888,11667,Melbourne,MELBOURNE,-37.80873896,144.9555441,Apartment,Private room,2,1,42,3,0,0,0,2,100,strict_14_with_grace_period,1,0.2,21,3439,101.9424736
8889,11668,Melbourne,MELBOURNE,-37.81010841,144.9661157,Apartment,Entire home/apt,1,1,98,1,0,0,0,5,68,strict_14_with_grace_period,9,0.48,98,3439,101.9424736
8890,11669,Melbourne,MELBOURNE,-37.8125492,144.955363,Apartment,Private room,1,2,84,1,30,60,90,2,80,strict_14_with_grace_period,3,0.18,84,3439,101.9424736
8891,11670,Melbourne,MELBOURNE,-37.8105747,144.9665716,Apartment,Private room,1,1,61,2,3,13,43,79,94,strict_14_with_grace_period,1,6.97,61,3439,101.9424736
8892,11671,Melbourne,MELBOURNE,-37.8135237,144.9702351,Apartment,Private room,1,1,55,1,4,26,52,95,97,moderate,2,8.43,55,3439,101.9424736
8893,11672,Melbourne,MELBOURNE,-37.81754679,144.9686851,Apartment,Entire home/apt,2,2,1771,1,5,35,65,3,73,flexible,1,0.27,885.5,3439,101.9424736
8894,11673,Melbourne,MELBOURNE,-37.81418008,144.9547584,Apartment,Entire home/apt,2,3,125,1,7,11,26,56,95,strict_14_with_grace_period,4,4.87,62.5,3439,101.9424736
8895,11674,Melbourne,MELBOURNE,-37.81603998,144.9531464,Apartment,Entire home/apt,2,2,150,1,6,13,13,18,98,moderate,15,1.57,75,3439,101.9424736
8896,11676,Melbourne,MELBOURNE,-37.81478935,144.9537346,Apartment,Entire home/apt,1,3,79,1,12,26,56,16,100,strict_14_with_grace_period,29,1.5,79,3439,101.9424736
8897,11677,Melbourne,MELBOURNE,-37.81537071,144.9538118,Apartment,Entire home/apt,3,6,339,2,8,25,49,11,93,strict_14_with_grace_period,29,1.17,113,3439,101.9424736
8898,11678,Melbourne,MELBOURNE,-37.81674153,144.9531426,Apartment,Entire home/apt,3,2,318,2,13,38,61,10,94,strict_14_with_grace_period,29,1.05,106,3439,101.9424736
8899,11679,Melbourne,MELBOURNE,-37.81673662,144.9531547,Apartment,Entire home/apt,2,2,239,2,5,32,62,12,95,strict_14_with_grace_period,29,1.1,119.5,3439,101.9424736
8900,11681,Melbourne,MELBOURNE,-37.81509735,144.9526785,Apartment,Entire home/apt,1,2,136,1,19,49,79,31,97,strict_14_with_grace_period,5,2.93,136,3439,101.9424736
8901,11682,Melbourne,MELBOURNE,-37.81428266,144.9544525,Apartment,Entire home/apt,2,2,150,1,9,9,9,34,96,strict_14_with_grace_period,5,2.94,75,3439,101.9424736
8902,11683,Melbourne,MELBOURNE,-37.81209446,144.9536514,Apartment,Entire home/apt,2,2,181,3,19,49,79,11,91,strict_14_with_grace_period,66,1.03,90.5,3439,101.9424736
8903,11684,Port Phillip,MELBOURNE,-37.83453387,144.9724837,Apartment,Entire home/apt,1,4,120,2,0,0,0,6,100,moderate,1,0.58,120,3439,101.9424736
