,city,suburb,latitude,longitude,property_type,room_type,bedrooms,beds,price,minimum_nights,availability_30,availability_60,availability_90,number_of_reviews,review_scores_rating,cancellation_policy,calculated_host_listings_count,reviews_per_month,priceperbedroom,count,avgpricepersuburb
7662,Melbourne,MELBOURNE,-37.81401969,144.96334009999998,Apartment,Entire home/apt,2,3,168,2,8,26,52,155,93,strict_14_with_grace_period,6,6.16,84.0,3439,101.94247359999999
7663,Melbourne,MELBOURNE,-37.81611632,144.96584380000002,Apartment,Entire home/apt,2,2,150,2,0,0,0,105,96,strict_14_with_grace_period,11,4.19,75.0,3439,101.94247359999999
7664,Melbourne,MELBOURNE,-37.80994847,144.96928369999998,Apartment,Entire home/apt,1,1,96,1,4,12,12,89,96,strict_14_with_grace_period,1,3.56,96.0,3439,101.94247359999999
7665,Melbourne,MELBOURNE,-37.81561903,144.9699239,Apartment,Entire home/apt,2,3,161,3,4,14,21,94,97,moderate,4,3.77,80.5,3439,101.94247359999999
7666,Melbourne,MELBOURNE,-37.81634791,144.95282580000003,Apartment,Entire home/apt,1,2,100,1,11,22,40,127,90,strict_14_with_grace_period,18,5.03,100.0,3439,101.94247359999999
7667,Casey,MELBOURNE,-37.97935408,145.33355930000002,Apartment,Private room,1,1,133,1,29,59,89,4,100,flexible,1,0.46,133.0,3439,101.94247359999999
7668,Melbourne,MELBOURNE,-37.81033754,144.9588989,Apartment,Private room,1,1,64,1,30,60,90,2,80,moderate,4,0.08,64.0,3439,101.94247359999999
7669,Melbourne,MELBOURNE,-37.81512713,144.9539384,Apartment,Entire home/apt,2,4,150,1,6,24,54,115,89,strict_14_with_grace_period,18,4.56,75.0,3439,101.94247359999999
7670,Melbourne,MELBOURNE,-37.80995871,144.9592533,Apartment,Private room,1,2,73,1,30,60,90,7,94,flexible,4,0.28,73.0,3439,101.94247359999999
7671,Melbourne,MELBOURNE,-37.81546289999999,144.9716229,Apartment,Entire home/apt,2,4,335,4,0,0,0,6,97,strict_14_with_grace_period,2,0.29,167.5,3439,101.94247359999999
7672,Melbourne,MELBOURNE,-37.81144608,144.9651028,Apartment,Entire home/apt,1,2,129,2,10,13,13,80,98,strict_14_with_grace_period,1,3.21,129.0,3439,101.94247359999999
7673,Melbourne,MELBOURNE,-37.81466754,144.9544554,Apartment,Entire home/apt,2,5,169,1,21,36,66,65,84,strict_14_with_grace_period,3,2.67,84.5,3439,101.94247359999999
7674,Melbourne,MELBOURNE,-37.81587112,144.95537980000003,Apartment,Entire home/apt,2,2,123,1,3,32,56,72,96,strict_14_with_grace_period,29,3.07,61.5,3439,101.94247359999999
7675,Melbourne,MELBOURNE,-37.81952575,144.9553989,Apartment,Private room,1,1,89,1,0,0,0,13,97,strict_14_with_grace_period,1,0.52,89.0,3439,101.94247359999999
7676,Melbourne,MELBOURNE,-37.80934671,144.9581448,Apartment,Entire home/apt,1,1,190,3,7,28,52,95,98,strict_14_with_grace_period,6,3.81,190.0,3439,101.94247359999999
7677,Melbourne,MELBOURNE,-37.80777299,144.96208969999998,Serviced apartment,Entire home/apt,3,3,720,7,13,20,50,3,100,strict_14_with_grace_period,73,0.27,240.0,3439,101.94247359999999
7678,Melbourne,MELBOURNE,-37.80899416,144.9697216,Apartment,Private room,1,1,75,1,30,60,90,8,90,moderate,2,0.32,75.0,3439,101.94247359999999
7679,Melbourne,MELBOURNE,-37.80983398,144.9693899,Apartment,Private room,1,1,40,1,0,0,0,2,20,flexible,1,0.08,40.0,3439,101.94247359999999
7680,Melbourne,MELBOURNE,-37.8162583,144.95417369999998,Apartment,Private room,1,1,90,1,18,43,73,103,90,strict_14_with_grace_period,1,4.15,90.0,3439,101.94247359999999
7681,Melbourne,MELBOURNE,-37.81592736,144.95349869999998,Apartment,Entire home/apt,2,3,161,1,5,25,52,127,90,strict_14_with_grace_period,18,5.06,80.5,3439,101.94247359999999
7682,Melbourne,MELBOURNE,-37.81045458,144.9601261,Serviced apartment,Entire home/apt,2,3,174,1,1,4,8,158,98,strict_14_with_grace_period,5,8.59,87.0,3439,101.94247359999999
7683,Melbourne,MELBOURNE,-37.81478304,144.95393130000002,Apartment,Entire home/apt,1,1,125,1,3,23,39,107,95,strict_14_with_grace_period,13,4.31,125.0,3439,101.94247359999999
7684,Melbourne,MELBOURNE,-37.8074119,144.9561415,Apartment,Private room,1,1,69,1,0,0,0,83,94,moderate,2,3.32,69.0,3439,101.94247359999999
7685,Melbourne,MELBOURNE,-37.80768597,144.95818549999998,Apartment,Entire home/apt,1,1,130,2,26,39,69,19,96,moderate,1,0.77,130.0,3439,101.94247359999999
7686,Melbourne,MELBOURNE,-37.81546048,144.9533494,Apartment,Entire home/apt,1,2,119,1,24,47,77,133,95,moderate,98,5.33,119.0,3439,101.94247359999999
7687,Melbourne,MELBOURNE,-37.8160501,144.9548738,Apartment,Private room,1,2,80,1,0,3,9,80,92,strict_14_with_grace_period,5,3.27,80.0,3439,101.94247359999999
7688,Melbourne,MELBOURNE,-37.81512285,144.9540939,Apartment,Entire home/apt,2,5,136,1,14,26,50,116,96,strict_14_with_grace_period,4,4.66,68.0,3439,101.94247359999999
7689,Melbourne,MELBOURNE,-37.81490381,144.9586325,Apartment,Private room,1,1,65,1,3,7,32,33,99,strict_14_with_grace_period,1,1.41,65.0,3439,101.94247359999999
7690,Melbourne,MELBOURNE,-37.81859595,144.9549781,Apartment,Entire home/apt,2,2,138,2,7,27,51,157,98,strict_14_with_grace_period,9,6.45,69.0,3439,101.94247359999999
7691,Melbourne,MELBOURNE,-37.81640463,144.9552973,Apartment,Entire home/apt,3,3,329,2,11,36,66,38,95,strict_14_with_grace_period,29,1.55,109.66666670000001,3439,101.94247359999999
7692,Melbourne,MELBOURNE,-37.81410891,144.95330380000001,Apartment,Private room,1,1,66,1,10,20,24,68,92,strict_14_with_grace_period,6,2.77,66.0,3439,101.94247359999999
7693,Melbourne,MELBOURNE,-37.78598505,144.94045400000002,Townhouse,Entire home/apt,3,4,199,2,13,28,49,90,98,strict_14_with_grace_period,1,3.64,66.33333333,3439,101.94247359999999
7694,Melbourne,MELBOURNE,-37.81531857,144.9536644,Apartment,Private room,1,1,61,1,13,33,33,63,92,strict_14_with_grace_period,6,2.54,61.0,3439,101.94247359999999
7695,Melbourne,MELBOURNE,-37.81248055,144.9593618,Condominium,Shared room,1,1,64,2,0,0,0,6,97,moderate,3,0.25,64.0,3439,101.94247359999999
7696,Melbourne,MELBOURNE,-37.81515462,144.95475469999997,Apartment,Entire home/apt,2,2,150,1,8,18,24,113,90,strict_14_with_grace_period,6,4.51,75.0,3439,101.94247359999999
7697,Melbourne,MELBOURNE,-37.81046468,144.95917260000002,Apartment,Private room,1,1,69,1,0,0,0,3,80,flexible,1,0.12,69.0,3439,101.94247359999999
7698,Melbourne,MELBOURNE,-37.81449756,144.9524501,Apartment,Entire home/apt,1,1,188,1,18,44,67,140,97,strict_14_with_grace_period,35,5.72,188.0,3439,101.94247359999999
7699,Melbourne,MELBOURNE,-37.81589948,144.96848380000003,Apartment,Shared room,1,3,30,1,0,0,0,12,85,strict_14_with_grace_period,2,0.49,30.0,3439,101.94247359999999
7700,Melbourne,MELBOURNE,-37.81641403,144.95361069999998,Apartment,Entire home/apt,1,1,100,1,21,39,53,113,91,strict_14_with_grace_period,7,4.57,100.0,3439,101.94247359999999
7701,Melbourne,MELBOURNE,-37.81551927,144.95356909999998,Apartment,Entire home/apt,2,3,233,3,7,7,7,1,100,strict_14_with_grace_period,26,0.06,116.5,3439,101.94247359999999
7702,Melbourne,MELBOURNE,-37.80753175,144.9618759,Apartment,Entire home/apt,1,2,120,1,3,18,46,117,96,strict_14_with_grace_period,24,4.82,120.0,3439,101.94247359999999
7703,Melbourne,MELBOURNE,-37.8152892,144.9539831,Apartment,Private room,1,2,80,1,1,8,38,86,100,flexible,4,3.54,80.0,3439,101.94247359999999
7704,Melbourne,MELBOURNE,-37.81218494,144.9632989,Apartment,Entire home/apt,1,2,154,4,0,0,27,21,97,strict_14_with_grace_period,1,0.87,154.0,3439,101.94247359999999
7705,Melbourne,MELBOURNE,-37.81811105,144.955107,Apartment,Entire home/apt,1,2,115,1,0,0,0,109,98,moderate,2,4.41,115.0,3439,101.94247359999999
7706,Melbourne,MELBOURNE,-37.81013665,144.95628080000003,Apartment,Entire home/apt,2,4,129,1,0,0,0,14,90,strict_14_with_grace_period,1,0.57,64.5,3439,101.94247359999999
7707,Melbourne,MELBOURNE,-37.81557355,144.95488730000002,Apartment,Entire home/apt,2,3,127,1,6,36,59,106,92,strict_14_with_grace_period,19,4.33,63.5,3439,101.94247359999999
7708,Maribyrnong,MELBOURNE,-37.80696862,144.86810419999998,House,Private room,1,1,60,1,29,59,89,24,98,moderate,1,1.0,60.0,3439,101.94247359999999
7709,Melbourne,MELBOURNE,-37.81875802,144.9545437,Apartment,Entire home/apt,2,3,165,3,0,0,0,23,92,strict_14_with_grace_period,4,0.93,82.5,3439,101.94247359999999
7710,Melbourne,MELBOURNE,-37.81805284,144.96462209999999,Apartment,Entire home/apt,1,1,100,4,0,0,0,8,97,flexible,1,0.32,100.0,3439,101.94247359999999
7711,Melbourne,MELBOURNE,-37.8118657,144.9669075,Apartment,Entire home/apt,2,4,183,3,6,16,20,54,89,strict_14_with_grace_period,87,2.35,91.5,3439,101.94247359999999
7712,Melbourne,MELBOURNE,-37.81790919,144.9565647,Apartment,Entire home/apt,1,2,109,1,3,11,11,142,96,moderate,3,5.88,109.0,3439,101.94247359999999
7713,Port Phillip,MELBOURNE,-37.85107967,144.9815227,Apartment,Private room,1,1,109,1,0,4,34,30,95,moderate,1,1.23,109.0,3439,101.94247359999999
7714,Melbourne,MELBOURNE,-37.81676427,144.95217549999998,Apartment,Entire home/apt,1,2,109,1,29,56,86,83,96,strict_14_with_grace_period,13,3.4,109.0,3439,101.94247359999999
7715,Melbourne,MELBOURNE,-37.81556766,144.9532618,Apartment,Entire home/apt,2,5,145,2,9,34,62,23,97,strict_14_with_grace_period,29,0.94,72.5,3439,101.94247359999999
7716,Melbourne,MELBOURNE,-37.816035,144.95309369999998,Apartment,Entire home/apt,2,3,123,1,5,35,59,7,100,strict_14_with_grace_period,29,0.31,61.5,3439,101.94247359999999
7717,Melbourne,MELBOURNE,-37.81390012,144.9524085,Apartment,Entire home/apt,2,3,199,1,12,13,28,6,80,moderate,5,0.25,99.5,3439,101.94247359999999
7718,Melbourne,MELBOURNE,-37.81464539,144.953912,Apartment,Private room,1,1,75,1,0,0,0,12,93,strict_14_with_grace_period,1,0.5,75.0,3439,101.94247359999999
7719,Melbourne,MELBOURNE,-37.81221517,144.95208300000002,Apartment,Entire home/apt,3,5,309,1,12,13,26,8,93,moderate,5,0.33,103.0,3439,101.94247359999999
7720,Melbourne,MELBOURNE,-37.81534415,144.96606200000002,Apartment,Entire home/apt,1,1,168,3,12,31,51,118,99,strict_14_with_grace_period,1,5.42,168.0,3439,101.94247359999999
7721,Melbourne,MELBOURNE,-37.81386129999999,144.972317,Apartment,Private room,1,1,75,2,0,0,0,4,95,flexible,1,0.17,75.0,3439,101.94247359999999
7722,Melbourne,MELBOURNE,-37.81539972,144.95383969999997,Apartment,Entire home/apt,1,1,114,1,21,51,81,95,94,strict_14_with_grace_period,98,3.9,114.0,3439,101.94247359999999
7723,Melbourne,MELBOURNE,-37.81629779,144.95378490000002,Apartment,Shared room,1,6,35,3,21,28,33,11,91,strict_14_with_grace_period,25,0.45,35.0,3439,101.94247359999999
7724,Melbourne,MELBOURNE,-37.8164589,144.9534743,Apartment,Entire home/apt,2,3,154,1,4,18,35,31,93,strict_14_with_grace_period,29,1.29,77.0,3439,101.94247359999999
7725,Melbourne,MELBOURNE,-37.81891513,144.9590324,Apartment,Entire home/apt,1,3,249,1,30,60,90,12,100,strict_14_with_grace_period,11,0.52,249.0,3439,101.94247359999999
7726,Melbourne,MELBOURNE,-37.81543611,144.9718476,Apartment,Entire home/apt,1,1,150,2,2,17,36,53,99,strict_14_with_grace_period,1,2.26,150.0,3439,101.94247359999999
7727,Melbourne,MELBOURNE,-37.81714229,144.96327409999998,Apartment,Entire home/apt,2,2,150,1,6,19,35,86,98,moderate,17,3.53,75.0,3439,101.94247359999999
7728,Melbourne,MELBOURNE,-37.814,144.95469619999997,Apartment,Entire home/apt,1,3,150,5,5,5,5,16,100,moderate,1,0.81,150.0,3439,101.94247359999999
7729,Melbourne,MELBOURNE,-37.80986399,144.9570665,Apartment,Entire home/apt,2,3,112,3,10,36,42,21,92,strict_14_with_grace_period,87,0.9,56.0,3439,101.94247359999999
7730,Melbourne,MELBOURNE,-37.80847783,144.95749650000002,Apartment,Entire home/apt,2,3,118,3,0,0,0,33,99,strict_14_with_grace_period,87,1.46,59.0,3439,101.94247359999999
7731,Melbourne,MELBOURNE,-37.8091439,144.9558378,Apartment,Entire home/apt,2,3,132,3,6,24,30,23,93,strict_14_with_grace_period,87,0.97,66.0,3439,101.94247359999999
7732,Melbourne,MELBOURNE,-37.80804978,144.9593561,Apartment,Entire home/apt,2,2,150,1,0,0,0,9,88,flexible,1,0.37,75.0,3439,101.94247359999999
7733,Melbourne,MELBOURNE,-37.81599335,144.9532253,Apartment,Entire home/apt,1,1,100,1,6,30,30,38,95,strict_14_with_grace_period,29,1.63,100.0,3439,101.94247359999999
7734,Melbourne,MELBOURNE,-37.81913987,144.95636240000002,Apartment,Entire home/apt,2,3,174,2,24,54,84,20,95,moderate,4,0.88,87.0,3439,101.94247359999999
7735,Melbourne,MELBOURNE,-37.81648211,144.9706172,Apartment,Entire home/apt,3,3,321,3,7,16,25,137,99,moderate,5,5.77,107.0,3439,101.94247359999999
7736,Melbourne,MELBOURNE,-37.81296356,144.9687881,Apartment,Entire home/apt,1,2,109,1,24,36,51,132,95,strict_14_with_grace_period,98,5.67,109.0,3439,101.94247359999999
7737,Melbourne,MELBOURNE,-37.81094575,144.9508074,Apartment,Entire home/apt,2,3,145,2,0,0,0,1,100,strict_14_with_grace_period,2,0.04,72.5,3439,101.94247359999999
7738,Melbourne,MELBOURNE,-37.80802678,144.9634715,Apartment,Entire home/apt,2,4,180,1,13,39,49,80,87,strict_14_with_grace_period,7,3.29,90.0,3439,101.94247359999999
7739,Melbourne,MELBOURNE,-37.81676248,144.9610125,Apartment,Private room,1,1,65,2,0,0,0,25,98,strict_14_with_grace_period,1,1.44,65.0,3439,101.94247359999999
7740,Melbourne,MELBOURNE,-37.81442312,144.9538659,Apartment,Entire home/apt,2,3,150,1,30,60,70,30,94,strict_14_with_grace_period,5,1.27,75.0,3439,101.94247359999999
7741,Melbourne,MELBOURNE,-37.80911505,144.9578128,Apartment,Private room,1,1,69,2,0,0,0,6,90,strict_14_with_grace_period,1,0.25,69.0,3439,101.94247359999999
7742,Melbourne,MELBOURNE,-37.81199466,144.96980359999998,Apartment,Entire home/apt,1,2,109,1,18,31,61,134,94,strict_14_with_grace_period,98,5.87,109.0,3439,101.94247359999999
7743,Melbourne,MELBOURNE,-37.813984399999995,144.95326200000002,Apartment,Entire home/apt,1,1,140,2,0,0,0,1,100,strict_14_with_grace_period,1,0.04,140.0,3439,101.94247359999999
7744,Melbourne,MELBOURNE,-37.82996766,144.97143169999998,Apartment,Entire home/apt,2,2,174,7,27,57,87,11,96,strict_14_with_grace_period,1,0.47,87.0,3439,101.94247359999999
7745,Port Phillip,MELBOURNE,-37.85287701,144.9796733,Apartment,Entire home/apt,2,2,180,2,0,0,0,7,91,strict_14_with_grace_period,1,0.3,90.0,3439,101.94247359999999
7746,Melbourne,MELBOURNE,-37.80779742,144.966059,Apartment,Entire home/apt,2,2,158,1,4,20,50,72,98,strict_14_with_grace_period,2,2.96,79.0,3439,101.94247359999999
7747,Melbourne,MELBOURNE,-37.80980443,144.963322,Apartment,Entire home/apt,2,4,180,1,16,42,52,47,90,strict_14_with_grace_period,7,1.93,90.0,3439,101.94247359999999
7748,Melbourne,MELBOURNE,-37.8085963,144.95935830000002,Apartment,Entire home/apt,2,2,159,1,13,31,58,202,88,strict_14_with_grace_period,11,8.64,79.5,3439,101.94247359999999
7749,Melbourne,MELBOURNE,-37.80756878,144.96966809999998,Apartment,Private room,1,2,80,1,29,59,89,5,84,moderate,2,0.21,80.0,3439,101.94247359999999
7750,Port Phillip,MELBOURNE,-37.84068191,144.97667959999998,Apartment,Entire home/apt,2,2,100,2,16,37,54,62,98,strict_14_with_grace_period,67,2.58,50.0,3439,101.94247359999999
7751,Melbourne,MELBOURNE,-37.81811678,144.9560727,Apartment,Entire home/apt,1,2,190,2,0,0,0,4,95,strict_14_with_grace_period,1,0.17,190.0,3439,101.94247359999999
7752,Melbourne,MELBOURNE,-37.81222269,144.9569093,Apartment,Shared room,1,2,35,1,0,0,0,87,93,strict_14_with_grace_period,4,3.62,35.0,3439,101.94247359999999
7753,Melbourne,MELBOURNE,-37.80996991,144.9640605,Apartment,Private room,1,1,60,1,0,0,0,8,90,flexible,1,0.33,60.0,3439,101.94247359999999
7754,Melbourne,MELBOURNE,-37.8167052,144.953941,Condominium,Private room,1,1,78,2,0,0,0,11,92,moderate,1,0.48,78.0,3439,101.94247359999999
7755,Melbourne,MELBOURNE,-37.82055937,144.9554106,Apartment,Entire home/apt,1,3,123,2,0,0,0,46,89,strict_14_with_grace_period,2,1.95,123.0,3439,101.94247359999999
7756,Yarra,MELBOURNE,-37.77742279,144.987557,Apartment,Entire home/apt,1,1,140,365,29,59,89,2,100,moderate,1,0.09,140.0,3439,101.94247359999999
7757,Melbourne,MELBOURNE,-37.81000287,144.9632908,Apartment,Entire home/apt,1,2,120,1,22,49,79,39,91,strict_14_with_grace_period,90,1.65,120.0,3439,101.94247359999999
7758,Port Phillip,MELBOURNE,-37.83420358,144.9735354,Condominium,Entire home/apt,1,1,120,2,2,2,2,14,96,strict_14_with_grace_period,1,0.61,120.0,3439,101.94247359999999
7759,Melbourne,MELBOURNE,-37.81624335,144.954188,Apartment,Entire home/apt,2,2,150,2,6,16,43,19,84,strict_14_with_grace_period,10,0.8,75.0,3439,101.94247359999999
7760,Melbourne,MELBOURNE,-37.81662535,144.95282949999998,Apartment,Private room,1,1,69,1,7,21,51,133,92,strict_14_with_grace_period,10,5.56,69.0,3439,101.94247359999999
7761,Melbourne,MELBOURNE,-37.81456255,144.9523924,Apartment,Entire home/apt,1,2,150,2,15,42,59,139,98,strict_14_with_grace_period,1,5.82,150.0,3439,101.94247359999999
7762,Melbourne,MELBOURNE,-37.810938,144.9629601,Apartment,Entire home/apt,1,2,98,3,0,0,0,18,98,moderate,3,0.76,98.0,3439,101.94247359999999
7763,Melbourne,MELBOURNE,-37.81432859,144.95250990000002,Apartment,Entire home/apt,1,1,111,1,16,38,62,147,97,moderate,8,6.16,111.0,3439,101.94247359999999
7764,Melbourne,MELBOURNE,-37.81428784,144.9534951,Apartment,Entire home/apt,2,2,136,1,4,14,28,86,99,strict_14_with_grace_period,2,3.63,68.0,3439,101.94247359999999
7765,Melbourne,MELBOURNE,-37.81036185,144.9586499,Apartment,Shared room,1,1,28,1,27,53,53,67,93,strict_14_with_grace_period,4,2.9,28.0,3439,101.94247359999999
7766,Melbourne,MELBOURNE,-37.81568409,144.9634929,Apartment,Entire home/apt,1,1,98,1,3,11,31,112,93,strict_14_with_grace_period,2,5.0,98.0,3439,101.94247359999999
7767,Melbourne,MELBOURNE,-37.8081829,144.9588707,Apartment,Private room,1,2,71,90,23,53,83,8,88,flexible,1,0.33,71.0,3439,101.94247359999999
7768,Melbourne,MELBOURNE,-37.80920324,144.9601405,Apartment,Entire home/apt,2,2,130,1,9,24,46,78,94,moderate,12,3.28,65.0,3439,101.94247359999999
7769,Melbourne,MELBOURNE,-37.81865865,144.95569030000001,Condominium,Entire home/apt,1,2,104,1,4,5,5,151,95,moderate,3,6.32,104.0,3439,101.94247359999999
7770,Melbourne,MELBOURNE,-37.81201597,144.9682759,Apartment,Entire home/apt,1,1,100,2,3,14,26,128,96,strict_14_with_grace_period,2,5.37,100.0,3439,101.94247359999999
7771,Melbourne,MELBOURNE,-37.80847188,144.9603891,Apartment,Entire home/apt,1,1,119,2,16,37,67,52,92,strict_14_with_grace_period,6,2.25,119.0,3439,101.94247359999999
7772,Melbourne,MELBOURNE,-37.8212876,144.95703980000002,Apartment,Private room,1,1,76,2,0,0,0,19,91,moderate,1,0.8,76.0,3439,101.94247359999999
7773,Melbourne,MELBOURNE,-37.81536093,144.97209909999998,Apartment,Entire home/apt,2,2,190,2,2,8,20,116,98,strict_14_with_grace_period,1,5.01,95.0,3439,101.94247359999999
7774,Melbourne,MELBOURNE,-37.81825202,144.953886,Apartment,Entire home/apt,1,2,100,2,0,4,28,53,96,flexible,1,2.37,100.0,3439,101.94247359999999
7775,Melbourne,MELBOURNE,-37.80947833,144.96139230000003,Apartment,Entire home/apt,2,3,169,1,7,28,37,84,91,strict_14_with_grace_period,7,3.54,84.5,3439,101.94247359999999
7776,Melbourne,MELBOURNE,-37.80966652,144.9653629,Apartment,Private room,1,1,220,1,29,59,89,5,90,moderate,2,0.21,220.0,3439,101.94247359999999
7777,Melbourne,MELBOURNE,-37.80976218,144.967332,Apartment,Private room,1,1,55,1,0,0,0,5,100,flexible,1,0.21,55.0,3439,101.94247359999999
7778,Melbourne,MELBOURNE,-37.80936638,144.9714545,Apartment,Private room,1,1,71,1,0,0,0,55,95,strict_14_with_grace_period,1,2.3,71.0,3439,101.94247359999999
7779,Melbourne,MELBOURNE,-37.81752022,144.9565053,Apartment,Entire home/apt,1,2,114,2,28,58,88,69,94,moderate,34,2.94,114.0,3439,101.94247359999999
7780,Melbourne,MELBOURNE,-37.8138734,144.9539125,Apartment,Entire home/apt,2,3,127,1,17,44,71,89,94,strict_14_with_grace_period,19,3.76,63.5,3439,101.94247359999999
7781,Melbourne,MELBOURNE,-37.82691853,144.95625780000003,Condominium,Private room,1,1,90,2,5,23,28,75,96,strict_14_with_grace_period,3,3.21,90.0,3439,101.94247359999999
7782,Melbourne,MELBOURNE,-37.81376578,144.9520881,Apartment,Entire home/apt,3,5,309,1,8,9,24,8,78,moderate,5,0.35,103.0,3439,101.94247359999999
7783,Melbourne,MELBOURNE,-37.81695764,144.96007590000002,Loft,Entire home/apt,1,1,120,2,0,25,53,24,98,strict_14_with_grace_period,1,1.11,120.0,3439,101.94247359999999
7784,Port Phillip,MELBOURNE,-37.83948742,144.9752517,House,Private room,1,1,57,1,0,0,0,18,96,flexible,1,0.76,57.0,3439,101.94247359999999
7785,Melbourne,MELBOURNE,-37.80864473,144.96093330000002,Apartment,Entire home/apt,2,2,136,6,0,0,0,15,89,moderate,1,0.67,68.0,3439,101.94247359999999
7786,Melbourne,MELBOURNE,-37.80723467,144.96137,Apartment,Private room,1,1,143,3,20,50,80,8,100,strict_14_with_grace_period,1,1.33,143.0,3439,101.94247359999999
7787,Melbourne,MELBOURNE,-37.81144696,144.9593784,Apartment,Entire home/apt,1,1,100,2,22,52,82,45,96,strict_14_with_grace_period,23,1.97,100.0,3439,101.94247359999999
7788,Melbourne,MELBOURNE,-37.84304316,144.9780384,Apartment,Entire home/apt,1,2,198,3,30,60,90,3,100,strict_14_with_grace_period,27,0.14,198.0,3439,101.94247359999999
7789,Melbourne,MELBOURNE,-37.81662091,144.95235359999998,Apartment,Entire home/apt,1,1,100,1,6,21,51,131,93,strict_14_with_grace_period,18,5.52,100.0,3439,101.94247359999999
7790,Melbourne,MELBOURNE,-37.81496929,144.96474419999998,Apartment,Entire home/apt,1,3,109,1,0,0,0,13,82,flexible,1,0.57,109.0,3439,101.94247359999999
7791,Melbourne,MELBOURNE,-37.81420855,144.9616359,Apartment,Entire home/apt,1,1,109,2,7,10,12,166,96,strict_14_with_grace_period,9,7.25,109.0,3439,101.94247359999999
7792,Melbourne,MELBOURNE,-37.82106542,144.9565696,Apartment,Entire home/apt,1,1,84,2,0,0,0,4,100,strict_14_with_grace_period,2,0.17,84.0,3439,101.94247359999999
7793,Melbourne,MELBOURNE,-37.81366074,144.9733089,Apartment,Entire home/apt,1,1,96,2,0,0,0,37,94,moderate,1,1.63,96.0,3439,101.94247359999999
7794,Melbourne,MELBOURNE,-37.81005055,144.9594695,Apartment,Private room,1,1,60,1,6,6,6,49,88,strict_14_with_grace_period,3,2.1,60.0,3439,101.94247359999999
7795,Melbourne,MELBOURNE,-37.81540892,144.9519601,Apartment,Entire home/apt,1,2,109,1,0,0,0,97,92,strict_14_with_grace_period,1,4.19,109.0,3439,101.94247359999999
7796,Melbourne,MELBOURNE,-37.80826634,144.96188590000003,Apartment,Entire home/apt,2,4,169,1,6,11,30,205,94,strict_14_with_grace_period,11,8.93,84.5,3439,101.94247359999999
7797,Melbourne,MELBOURNE,-37.80987626,144.9579015,Apartment,Entire home/apt,1,1,120,1,26,56,86,52,91,strict_14_with_grace_period,23,2.25,120.0,3439,101.94247359999999
7798,Melbourne,MELBOURNE,-37.80754083,144.97113380000002,Apartment,Entire home/apt,3,6,350,1,6,19,36,87,92,strict_14_with_grace_period,6,3.69,116.66666670000001,3439,101.94247359999999
7799,Melbourne,MELBOURNE,-37.81490753,144.95386000000002,Apartment,Private room,1,1,80,3,0,0,0,3,100,strict_14_with_grace_period,1,0.13,80.0,3439,101.94247359999999
7800,Melbourne,MELBOURNE,-37.81568175,144.97195180000003,Apartment,Entire home/apt,2,2,156,4,19,41,65,61,97,strict_14_with_grace_period,7,2.59,78.0,3439,101.94247359999999
7801,Melbourne,MELBOURNE,-37.81584973,144.9707426,Apartment,Entire home/apt,1,1,109,1,25,47,71,64,97,strict_14_with_grace_period,4,2.74,109.0,3439,101.94247359999999
7802,Melbourne,MELBOURNE,-37.81612379,144.95336709999998,Apartment,Entire home/apt,1,2,112,1,5,22,42,119,98,strict_14_with_grace_period,9,5.23,112.0,3439,101.94247359999999
7803,Melbourne,MELBOURNE,-37.8145033,144.95368159999998,Apartment,Entire home/apt,1,1,105,1,20,39,69,87,90,strict_14_with_grace_period,18,3.67,105.0,3439,101.94247359999999
7804,Port Phillip,MELBOURNE,-37.84815478,144.9789462,Apartment,Private room,1,1,71,3,0,0,0,1,100,strict_14_with_grace_period,2,0.04,71.0,3439,101.94247359999999
7805,Melbourne,MELBOURNE,-37.82917052,144.96735230000002,Apartment,Entire home/apt,1,1,140,1,27,35,65,129,95,moderate,9,5.62,140.0,3439,101.94247359999999
7806,Melbourne,MELBOURNE,-37.81649261,144.9522302,Apartment,Entire home/apt,2,5,169,1,18,41,71,99,91,strict_14_with_grace_period,18,4.2,84.5,3439,101.94247359999999
7807,Melbourne,MELBOURNE,-37.81596856,144.95215919999998,Apartment,Entire home/apt,2,3,205,2,11,36,62,106,95,moderate,34,4.5,102.5,3439,101.94247359999999
7808,Melbourne,MELBOURNE,-37.81545582,144.95489809999998,Apartment,Entire home/apt,3,3,2171,1,4,9,9,141,94,strict_14_with_grace_period,5,6.57,723.6666667000001,3439,101.94247359999999
7809,Melbourne,MELBOURNE,-37.81001056,144.9569621,Apartment,Entire home/apt,2,3,118,5,9,9,9,3,93,strict_14_with_grace_period,87,1.38,59.0,3439,101.94247359999999
7810,Melbourne,MELBOURNE,-37.81012836,144.9601283,Apartment,Entire home/apt,2,2,190,2,3,21,51,1,100,strict_14_with_grace_period,8,0.09,95.0,3439,101.94247359999999
7811,Melbourne,MELBOURNE,-37.81038115,144.9602237,Apartment,Entire home/apt,2,3,155,2,14,14,23,2,100,strict_14_with_grace_period,3,0.1,77.5,3439,101.94247359999999
7812,Melbourne,MELBOURNE,-37.81486519,144.95553600000002,Apartment,Private room,1,1,82,1,0,0,0,1,100,flexible,1,0.04,82.0,3439,101.94247359999999
